SL NO.,Date,Year,Month,Month No.,Q-P1,S-P1,Price Per Product1,Q-P2,S-P2,Price Per Product2,Q-P3,S-P3,Price Per Product3,Q-P4,S-P4,Price Per Product4,Total Units Sold,Total Revenue,Quarter,Day Name,Rev/Unit,Top Product,Revenue Category,YoY Growth Flag
708,2012-05-02,2012,May,5,6741,21368.97,3.17,2102,13326.68,6.34,4125,22357.5,5.42,369,2630.97,7.13,13337,59684.12,Q2,Wednesday,4.475078353,Product3,Medium,Growth Year
709,2012-05-03,2012,May,5,1425,4517.25,3.17,3500,22190,6.34,2509,13598.78,5.42,1193,8506.09,7.13,8627,48812.12,Q2,Thursday,5.658064217,Product2,Medium,Growth Year
710,2012-05-04,2012,May,5,5652,17916.84,3.17,1960,12426.4,6.34,5480,29701.6,5.42,1127,8035.51,7.13,14219,68080.35,Q2,Friday,4.787984387,Product3,Medium,Growth Year
711,2012-05-05,2012,May,5,1987,6298.79,3.17,2449,15526.66,6.34,3961,21468.62,5.42,1350,9625.5,7.13,9747,52919.57,Q2,Saturday,5.429318765,Product3,Medium,Growth Year
712,2012-05-06,2012,May,5,2685,8511.45,3.17,1973,12508.82,6.34,3507,19007.94,5.42,1632,11636.16,7.13,9797,51664.37,Q2,Sunday,5.273488823,Product3,Medium,Growth Year
713,2012-05-07,2012,May,5,492,1559.64,3.17,3298,20909.32,6.34,3895,21110.9,5.42,782,5575.66,7.13,8467,49155.52,Q2,Monday,5.805541514,Product3,Medium,Growth Year
714,2012-05-08,2012,May,5,4226,13396.42,3.17,2563,16249.42,6.34,3636,19707.12,5.42,1041,7422.33,7.13,11466,56775.29,Q2,Tuesday,4.951621315,Product3,Medium,Growth Year
715,2012-05-09,2012,May,5,2201,6977.17,3.17,2312,14658.08,6.34,3120,16910.4,5.42,1182,8427.66,7.13,8815,46973.31,Q2,Wednesday,5.328792967,Product3,Medium,Growth Year
716,2012-05-10,2012,May,5,3901,12366.17,3.17,557,3531.38,6.34,4564,24736.88,5.42,613,4370.69,7.13,9635,45005.12,Q2,Thursday,4.671003633,Product3,Medium,Growth Year
717,2012-05-11,2012,May,5,1582,5014.94,3.17,3386,21467.24,6.34,5422,29387.24,5.42,1685,12014.05,7.13,12075,67883.47,Q2,Friday,5.621819462,Product3,Medium,Growth Year
718,2012-05-12,2012,May,5,7208,22849.36,3.17,2927,18557.18,6.34,4800,26016,5.42,1717,12242.21,7.13,16652,79664.75,Q2,Saturday,4.784095004,Product3,High,Growth Year
719,2012-05-13,2012,May,5,2996,9497.32,3.17,1782,11297.88,6.34,1642,8899.64,5.42,1729,12327.77,7.13,8149,42022.61,Q2,Sunday,5.1567812,Product4,Medium,Growth Year
720,2012-05-14,2012,May,5,7050,22348.5,3.17,3285,20826.9,6.34,5807,31473.94,5.42,601,4285.13,7.13,16743,78934.47,Q2,Monday,4.7144759,Product3,High,Growth Year
721,2012-05-15,2012,May,5,7272,23052.24,3.17,1982,12565.88,6.34,5260,28509.2,5.42,1269,9047.97,7.13,15783,73175.29,Q2,Tuesday,4.636335931,Product3,High,Growth Year
722,2012-05-16,2012,May,5,5094,16147.98,3.17,1588,10067.92,6.34,4648,25192.16,5.42,1176,8384.88,7.13,12506,59792.94,Q2,Wednesday,4.781140253,Product3,Medium,Growth Year
723,2012-05-17,2012,May,5,3665,11618.05,3.17,3274,20757.16,6.34,1525,8265.5,5.42,531,3786.03,7.13,8995,44426.74,Q2,Thursday,4.93904836,Product2,Medium,Growth Year
724,2012-05-18,2012,May,5,5377,17045.09,3.17,3018,19134.12,6.34,4728,25625.76,5.42,681,4855.53,7.13,13804,66660.5,Q2,Friday,4.829071284,Product3,Medium,Growth Year
725,2012-05-19,2012,May,5,1468,4653.56,3.17,1684,10676.56,6.34,5096,27620.32,5.42,1431,10203.03,7.13,9679,53153.47,Q2,Saturday,5.491628267,Product3,Medium,Growth Year
726,2012-05-20,2012,May,5,1226,3886.42,3.17,847,5369.98,6.34,2535,13739.7,5.42,572,4078.36,7.13,5180,27074.46,Q2,Sunday,5.22672973,Product3,Low,Growth Year
727,2012-05-21,2012,May,5,3211,10178.87,3.17,442,2802.28,6.34,582,3154.44,5.42,1390,9910.7,7.13,5625,26046.29,Q2,Monday,4.630451556,Product1,Low,Growth Year
728,2012-05-22,2012,May,5,556,1762.52,3.17,766,4856.44,6.34,4125,22357.5,5.42,1277,9105.01,7.13,6724,38081.47,Q2,Tuesday,5.663514277,Product3,Low,Growth Year
729,2012-05-23,2012,May,5,1612,5110.04,3.17,2455,15564.7,6.34,1828,9907.76,5.42,767,5468.71,7.13,6662,36051.21,Q2,Wednesday,5.411469529,Product2,Low,Growth Year
730,2012-05-24,2012,May,5,1846,5851.82,3.17,2420,15342.8,6.34,1708,9257.36,5.42,1897,13525.61,7.13,7871,43977.59,Q2,Thursday,5.587293864,Product2,Medium,Growth Year
731,2012-05-25,2012,May,5,7339,23264.63,3.17,1075,6815.5,6.34,3247,17598.74,5.42,1289,9190.57,7.13,12950,56869.44,Q2,Friday,4.391462548,Product1,Medium,Growth Year
732,2012-05-26,2012,May,5,7500,23775,3.17,3407,21600.38,6.34,4137,22422.54,5.42,1291,9204.83,7.13,16335,77002.75,Q2,Saturday,4.713973064,Product1,High,Growth Year
733,2012-05-27,2012,May,5,1401,4441.17,3.17,1609,10201.06,6.34,1961,10628.62,5.42,1897,13525.61,7.13,6868,38796.46,Q2,Sunday,5.648873034,Product4,Low,Growth Year
734,2012-05-28,2012,May,5,1693,5366.81,3.17,1023,6485.82,6.34,2058,11154.36,5.42,1163,8292.19,7.13,5937,31299.18,Q2,Monday,5.27188479,Product3,Low,Growth Year
735,2012-05-29,2012,May,5,5097,16157.49,3.17,795,5040.3,6.34,3543,19203.06,5.42,933,6652.29,7.13,10368,47053.14,Q2,Tuesday,4.538304398,Product3,Medium,Growth Year
736,2012-05-30,2012,May,5,1117,3540.89,3.17,2963,18785.42,6.34,3241,17566.22,5.42,875,6238.75,7.13,8196,46131.28,Q2,Wednesday,5.628511469,Product2,Medium,Growth Year
737,2012-05-31,2012,May,5,1128,3575.76,3.17,1348,8546.32,6.34,3487,18899.54,5.42,1019,7265.47,7.13,6982,38287.09,Q2,Thursday,5.48368519,Product3,Low,Growth Year
738,2012-06-01,2012,Jun,6,7106,22526.02,3.17,1403,8895.02,6.34,1311,7105.62,5.42,918,6545.34,7.13,10738,45072,Q2,Friday,4.197429689,Product1,Medium,Growth Year
739,2012-06-02,2012,Jun,6,4765,15105.05,3.17,2123,13459.82,6.34,4776,25885.92,5.42,1349,9618.37,7.13,13013,64069.16,Q2,Saturday,4.92347345,Product3,Medium,Growth Year
740,2012-06-03,2012,Jun,6,353,1119.01,3.17,2554,16192.36,6.34,1631,8840.02,5.42,1960,13974.8,7.13,6498,40126.19,Q2,Sunday,6.175160049,Product2,Medium,Growth Year
741,2012-06-04,2012,Jun,6,6214,19698.38,3.17,2995,18988.3,6.34,3631,19680.02,5.42,914,6516.82,7.13,13754,64883.52,Q2,Monday,4.717429112,Product1,Medium,Growth Year
742,2012-06-05,2012,Jun,6,7501,23778.17,3.17,3407,21600.38,6.34,2539,13761.38,5.42,505,3600.65,7.13,13952,62740.58,Q2,Tuesday,4.496887901,Product1,Medium,Growth Year
743,2012-06-06,2012,Jun,6,1120,3550.4,3.17,2725,17276.5,6.34,5461,29598.62,5.42,993,7080.09,7.13,10299,57505.61,Q2,Wednesday,5.58361103,Product3,Medium,Growth Year
744,2012-06-07,2012,Jun,6,7033,22294.61,3.17,1509,9567.06,6.34,4612,24997.04,5.42,770,5490.1,7.13,13924,62348.81,Q2,Thursday,4.477794456,Product3,Medium,Growth Year
745,2012-06-08,2012,Jun,6,7198,22817.66,3.17,3135,19875.9,6.34,2945,15961.9,5.42,955,6809.15,7.13,14233,65464.61,Q2,Friday,4.599494836,Product1,Medium,Growth Year
746,2012-06-09,2012,Jun,6,2130,6752.1,3.17,1707,10822.38,6.34,3999,21674.58,5.42,1568,11179.84,7.13,9404,50428.9,Q2,Saturday,5.362494683,Product3,Medium,Growth Year
747,2012-06-10,2012,Jun,6,2481,7864.77,3.17,666,4222.44,6.34,4280,23197.6,5.42,456,3251.28,7.13,7883,38536.09,Q2,Sunday,4.888505645,Product3,Low,Growth Year
748,2012-06-11,2012,Jun,6,5682,18011.94,3.17,1399,8869.66,6.34,1890,10243.8,5.42,1007,7179.91,7.13,9978,44305.31,Q2,Monday,4.440299659,Product1,Medium,Growth Year
749,2012-06-12,2012,Jun,6,2606,8261.02,3.17,1682,10663.88,6.34,2831,15344.02,5.42,1571,11201.23,7.13,8690,45470.15,Q2,Tuesday,5.232468354,Product3,Medium,Growth Year
750,2012-06-13,2012,Jun,6,5178,16414.26,3.17,1157,7335.38,6.34,2916,15804.72,5.42,426,3037.38,7.13,9677,42591.74,Q2,Wednesday,4.401337191,Product1,Medium,Growth Year
751,2012-06-14,2012,Jun,6,476,1508.92,3.17,1383,8768.22,6.34,3268,17712.56,5.42,1483,10573.79,7.13,6610,38563.49,Q2,Thursday,5.834113464,Product3,Low,Growth Year
752,2012-06-15,2012,Jun,6,4159,13184.03,3.17,487,3087.58,6.34,4336,23501.12,5.42,971,6923.23,7.13,9953,46695.96,Q2,Friday,4.69164674,Product3,Medium,Growth Year
753,2012-06-16,2012,Jun,6,5473,17349.41,3.17,3671,23274.14,6.34,5769,31267.98,5.42,1440,10267.2,7.13,16353,82158.73,Q2,Saturday,5.024076928,Product3,High,Growth Year
754,2012-06-17,2012,Jun,6,5729,18160.93,3.17,3261,20674.74,6.34,2504,13571.68,5.42,576,4106.88,7.13,12070,56514.23,Q2,Sunday,4.682206297,Product2,Medium,Growth Year
755,2012-06-18,2012,Jun,6,1043,3306.31,3.17,2448,15520.32,6.34,2315,12547.3,5.42,1050,7486.5,7.13,6856,38860.43,Q2,Monday,5.668090723,Product2,Low,Growth Year
756,2012-06-19,2012,Jun,6,3687,11687.79,3.17,3268,20719.12,6.34,1685,9132.7,5.42,294,2096.22,7.13,8934,43635.83,Q2,Tuesday,4.88424334,Product2,Medium,Growth Year
757,2012-06-20,2012,Jun,6,5483,17381.11,3.17,1215,7703.1,6.34,940,5094.8,5.42,642,4577.46,7.13,8280,34756.47,Q2,Wednesday,4.197641304,Product1,Low,Growth Year
758,2012-06-21,2012,Jun,6,6352,20135.84,3.17,391,2478.94,6.34,461,2498.62,5.42,412,2937.56,7.13,7616,28050.96,Q2,Thursday,3.683161765,Product1,Low,Growth Year
759,2012-06-22,2012,Jun,6,1743,5525.31,3.17,3909,24783.06,6.34,1976,10709.92,5.42,1900,13547,7.13,9528,54565.29,Q2,Friday,5.726835642,Product2,Medium,Growth Year
760,2012-06-23,2012,Jun,6,1531,4853.27,3.17,3575,22665.5,6.34,2869,15549.98,5.42,1537,10958.81,7.13,9512,54027.56,Q2,Saturday,5.679936922,Product2,Medium,Growth Year
761,2012-06-24,2012,Jun,6,6039,19143.63,3.17,3906,24764.04,6.34,5037,27300.54,5.42,475,3386.75,7.13,15457,74594.96,Q2,Sunday,4.825966229,Product3,High,Growth Year
762,2012-06-25,2012,Jun,6,2478,7855.26,3.17,2191,13890.94,6.34,1634,8856.28,5.42,902,6431.26,7.13,7205,37033.74,Q2,Monday,5.140005552,Product2,Low,Growth Year
763,2012-06-26,2012,Jun,6,7207,22846.19,3.17,3545,22475.3,6.34,2859,15495.78,5.42,1903,13568.39,7.13,15514,74385.66,Q2,Tuesday,4.794744102,Product1,High,Growth Year
764,2012-06-27,2012,Jun,6,4493,14242.81,3.17,2280,14455.2,6.34,1707,9251.94,5.42,1895,13511.35,7.13,10375,51461.3,Q2,Wednesday,4.960125301,Product2,Medium,Growth Year
765,2012-06-28,2012,Jun,6,7651,24253.67,3.17,1380,8749.2,6.34,5564,30156.88,5.42,940,6702.2,7.13,15535,69861.95,Q2,Thursday,4.497067911,Product3,Medium,Growth Year
766,2012-06-29,2012,Jun,6,3463,10977.71,3.17,3852,24421.68,6.34,3259,17663.78,5.42,1278,9112.14,7.13,11852,62175.31,Q2,Friday,5.245976207,Product2,Medium,Growth Year
767,2012-06-30,2012,Jun,6,7082,22449.94,3.17,2679,16984.86,6.34,771,4178.82,5.42,1724,12292.12,7.13,12256,55905.74,Q2,Saturday,4.561499674,Product1,Medium,Growth Year
768,2012-07-01,2012,Jul,7,7517,23828.89,3.17,2285,14486.9,6.34,1804,9777.68,5.42,1499,10687.87,7.13,13105,58781.34,Q3,Sunday,4.485413201,Product1,Medium,Growth Year
769,2012-07-02,2012,Jul,7,6287,19929.79,3.17,3007,19064.38,6.34,5239,28395.38,5.42,813,5796.69,7.13,15346,73186.24,Q3,Monday,4.769075981,Product3,High,Growth Year
770,2012-07-03,2012,Jul,7,3501,11098.17,3.17,3805,24123.7,6.34,4587,24861.54,5.42,1827,13026.51,7.13,13720,73109.92,Q3,Tuesday,5.32871137,Product3,High,Growth Year
771,2012-07-04,2012,Jul,7,7577,24019.09,3.17,1567,9934.78,6.34,557,3018.94,5.42,958,6830.54,7.13,10659,43803.35,Q3,Wednesday,4.109517778,Product1,Medium,Growth Year
772,2012-07-05,2012,Jul,7,2969,9411.73,3.17,2505,15881.7,6.34,5793,31398.06,5.42,761,5425.93,7.13,12028,62117.42,Q3,Thursday,5.164401397,Product3,Medium,Growth Year
773,2012-07-06,2012,Jul,7,6651,21083.67,3.17,632,4006.88,6.34,5763,31235.46,5.42,1384,9867.92,7.13,14430,66193.93,Q3,Friday,4.587243936,Product3,Medium,Growth Year
774,2012-07-07,2012,Jul,7,5462,17314.54,3.17,3874,24561.16,6.34,2180,11815.6,5.42,1867,13311.71,7.13,13383,67003.01,Q3,Saturday,5.006576253,Product2,Medium,Growth Year
775,2012-07-08,2012,Jul,7,2616,8292.72,3.17,3316,21023.44,6.34,5003,27116.26,5.42,1542,10994.46,7.13,12477,67426.88,Q3,Sunday,5.404093933,Product3,Medium,Growth Year
776,2012-07-09,2012,Jul,7,2112,6695.04,3.17,1657,10505.38,6.34,2580,13983.6,5.42,305,2174.65,7.13,6654,33358.67,Q3,Monday,5.013325819,Product3,Low,Growth Year
777,2012-07-10,2012,Jul,7,3364,10663.88,3.17,1854,11754.36,6.34,2926,15858.92,5.42,1215,8662.95,7.13,9359,46940.11,Q3,Tuesday,5.015504862,Product3,Medium,Growth Year
778,2012-07-11,2012,Jul,7,1708,5414.36,3.17,3093,19609.62,6.34,497,2693.74,5.42,1100,7843,7.13,6398,35560.72,Q3,Wednesday,5.558099406,Product2,Low,Growth Year
779,2012-07-12,2012,Jul,7,4673,14813.41,3.17,2278,14442.52,6.34,1536,8325.12,5.42,1374,9796.62,7.13,9861,47377.67,Q3,Thursday,4.804550248,Product1,Medium,Growth Year
780,2012-07-13,2012,Jul,7,3396,10765.32,3.17,1340,8495.6,6.34,4890,26503.8,5.42,1616,11522.08,7.13,11242,57286.8,Q3,Friday,5.095783668,Product3,Medium,Growth Year
781,2012-07-14,2012,Jul,7,3508,11120.36,3.17,1819,11532.46,6.34,3265,17696.3,5.42,786,5604.18,7.13,9378,45953.3,Q3,Saturday,4.900117296,Product3,Medium,Growth Year
782,2012-07-15,2012,Jul,7,1758,5572.86,3.17,1685,10682.9,6.34,3143,17035.06,5.42,1160,8270.8,7.13,7746,41561.62,Q3,Sunday,5.365558998,Product3,Medium,Growth Year
783,2012-07-16,2012,Jul,7,5801,18389.17,3.17,612,3880.08,6.34,1859,10075.78,5.42,1153,8220.89,7.13,9425,40565.92,Q3,Monday,4.304076393,Product1,Medium,Growth Year
784,2012-07-17,2012,Jul,7,7043,22326.31,3.17,2498,15837.32,6.34,3669,19885.98,5.42,1586,11308.18,7.13,14796,69357.79,Q3,Tuesday,4.687604082,Product1,Medium,Growth Year
785,2012-07-18,2012,Jul,7,4211,13348.87,3.17,3413,21638.42,6.34,3841,20818.22,5.42,1084,7728.92,7.13,12549,63534.43,Q3,Wednesday,5.062907801,Product2,Medium,Growth Year
786,2012-07-19,2012,Jul,7,6439,20411.63,3.17,2049,12990.66,6.34,260,1409.2,5.42,1174,8370.62,7.13,9922,43182.11,Q3,Thursday,4.352157831,Product1,Medium,Growth Year
787,2012-07-20,2012,Jul,7,5117,16220.89,3.17,1224,7760.16,6.34,3133,16980.86,5.42,1788,12748.44,7.13,11262,53710.35,Q3,Friday,4.769166223,Product3,Medium,Growth Year
788,2012-07-21,2012,Jul,7,5673,17983.41,3.17,1606,10182.04,6.34,1961,10628.62,5.42,1794,12791.22,7.13,11034,51585.29,Q3,Saturday,4.675121443,Product1,Medium,Growth Year
789,2012-07-22,2012,Jul,7,2129,6748.93,3.17,1439,9123.26,6.34,5141,27864.22,5.42,1843,13140.59,7.13,10552,56877,Q3,Sunday,5.390163002,Product3,Medium,Growth Year
790,2012-07-23,2012,Jul,7,5658,17935.86,3.17,2016,12781.44,6.34,4942,26785.64,5.42,1543,11001.59,7.13,14159,68504.53,Q3,Monday,4.83823222,Product3,Medium,Growth Year
791,2012-07-24,2012,Jul,7,3534,11202.78,3.17,2422,15355.48,6.34,1519,8232.98,5.42,421,3001.73,7.13,7896,37792.97,Q3,Tuesday,4.786343718,Product2,Low,Growth Year
792,2012-07-25,2012,Jul,7,3270,10365.9,3.17,1334,8457.56,6.34,2504,13571.68,5.42,1036,7386.68,7.13,8144,39781.82,Q3,Wednesday,4.884801081,Product3,Low,Growth Year
793,2012-07-26,2012,Jul,7,4741,15028.97,3.17,2241,14207.94,6.34,2897,15701.74,5.42,1261,8990.93,7.13,11140,53929.58,Q3,Thursday,4.841075404,Product3,Medium,Growth Year
794,2012-07-27,2012,Jul,7,6072,19248.24,3.17,1117,7081.78,6.34,5238,28389.96,5.42,1891,13482.83,7.13,14318,68202.81,Q3,Friday,4.763431345,Product3,Medium,Growth Year
795,2012-07-28,2012,Jul,7,2479,7858.43,3.17,3095,19622.3,6.34,3811,20655.62,5.42,1744,12434.72,7.13,11129,60571.07,Q3,Saturday,5.44263366,Product3,Medium,Growth Year
796,2012-07-29,2012,Jul,7,2112,6695.04,3.17,2561,16236.74,6.34,3628,19663.76,5.42,1801,12841.13,7.13,10102,55436.67,Q3,Sunday,5.487692536,Product3,Medium,Growth Year
797,2012-07-30,2012,Jul,7,5229,16575.93,3.17,2789,17682.26,6.34,2507,13587.94,5.42,1177,8392.01,7.13,11702,56238.14,Q3,Monday,4.805857118,Product2,Medium,Growth Year
798,2012-07-31,2012,Jul,7,2715,8606.55,3.17,829,5255.86,6.34,2827,15322.34,5.42,666,4748.58,7.13,7037,33933.33,Q3,Tuesday,4.822130169,Product3,Low,Growth Year
799,2012-08-01,2012,Aug,8,2349,7446.33,3.17,790,5008.6,6.34,2257,12232.94,5.42,672,4791.36,7.13,6068,29479.23,Q3,Wednesday,4.858146012,Product3,Low,Growth Year
800,2012-08-02,2012,Aug,8,6737,21356.29,3.17,1718,10892.12,6.34,4081,22119.02,5.42,1833,13069.29,7.13,14369,67436.72,Q3,Thursday,4.693208992,Product3,Medium,Growth Year
801,2012-08-03,2012,Aug,8,6163,19536.71,3.17,2631,16680.54,6.34,731,3962.02,5.42,552,3935.76,7.13,10077,44115.03,Q3,Friday,4.377793986,Product1,Medium,Growth Year
802,2012-08-04,2012,Aug,8,4351,13792.67,3.17,276,1749.84,6.34,2337,12666.54,5.42,1599,11400.87,7.13,8563,39609.92,Q3,Saturday,4.625705944,Product1,Low,Growth Year
803,2012-08-05,2012,Aug,8,1637,5189.29,3.17,3891,24668.94,6.34,5004,27121.68,5.42,1396,9953.48,7.13,11928,66933.39,Q3,Sunday,5.611451207,Product3,Medium,Growth Year
804,2012-08-06,2012,Aug,8,2376,7531.92,3.17,3798,24079.32,6.34,1058,5734.36,5.42,1784,12719.92,7.13,9016,50065.52,Q3,Monday,5.55296362,Product2,Medium,Growth Year
805,2012-08-07,2012,Aug,8,3887,12321.79,3.17,3872,24548.48,6.34,1703,9230.26,5.42,1891,13482.83,7.13,11353,59583.36,Q3,Tuesday,5.24824804,Product2,Medium,Growth Year
806,2012-08-08,2012,Aug,8,7065,22396.05,3.17,3097,19634.98,6.34,4439,24059.38,5.42,633,4513.29,7.13,15234,70603.7,Q3,Wednesday,4.634613365,Product3,High,Growth Year
807,2012-08-09,2012,Aug,8,7095,22491.15,3.17,2671,16934.14,6.34,4351,23582.42,5.42,834,5946.42,7.13,14951,68954.13,Q3,Thursday,4.612007892,Product3,Medium,Growth Year
808,2012-08-10,2012,Aug,8,4555,14439.35,3.17,3530,22380.2,6.34,1733,9392.86,5.42,1137,8106.81,7.13,10955,54319.22,Q3,Friday,4.958395253,Product2,Medium,Growth Year
809,2012-08-11,2012,Aug,8,7719,24469.23,3.17,1551,9833.34,6.34,917,4970.14,5.42,1870,13333.1,7.13,12057,52605.81,Q3,Saturday,4.363092809,Product1,Medium,Growth Year
810,2012-08-12,2012,Aug,8,2609,8270.53,3.17,2406,15254.04,6.34,402,2178.84,5.42,1597,11386.61,7.13,7014,37090.02,Q3,Sunday,5.287998289,Product2,Low,Growth Year
811,2012-08-13,2012,Aug,8,669,2120.73,3.17,1817,11519.78,6.34,2541,13772.22,5.42,554,3950.02,7.13,5581,31362.75,Q3,Monday,5.619557427,Product3,Low,Growth Year
812,2012-08-14,2012,Aug,8,5005,15865.85,3.17,672,4260.48,6.34,3778,20476.76,5.42,1077,7679.01,7.13,10532,48282.1,Q3,Tuesday,4.584323965,Product3,Medium,Growth Year
813,2012-08-15,2012,Aug,8,6447,20436.99,3.17,3646,23115.64,6.34,630,3414.6,5.42,426,3037.38,7.13,11149,50004.61,Q3,Wednesday,4.485120639,Product2,Medium,Growth Year
814,2012-08-16,2012,Aug,8,5525,17514.25,3.17,3238,20528.92,6.34,3436,18623.12,5.42,1389,9903.57,7.13,13588,66569.86,Q3,Thursday,4.89916544,Product2,Medium,Growth Year
815,2012-08-17,2012,Aug,8,1761,5582.37,3.17,2814,17840.76,6.34,4988,27034.96,5.42,1348,9611.24,7.13,10911,60069.33,Q3,Friday,5.505391806,Product3,Medium,Growth Year
816,2012-08-18,2012,Aug,8,4527,14350.59,3.17,2472,15672.48,6.34,4554,24682.68,5.42,1089,7764.57,7.13,12642,62470.32,Q3,Saturday,4.941490271,Product3,Medium,Growth Year
817,2012-08-19,2012,Aug,8,2735,8669.95,3.17,2042,12946.28,6.34,2053,11127.26,5.42,569,4056.97,7.13,7399,36800.46,Q3,Sunday,4.973707258,Product2,Low,Growth Year
818,2012-08-20,2012,Aug,8,632,2003.44,3.17,2576,16331.84,6.34,5438,29473.96,5.42,1360,9696.8,7.13,10006,57506.04,Q3,Monday,5.747155707,Product3,Medium,Growth Year
819,2012-08-21,2012,Aug,8,4782,15158.94,3.17,2449,15526.66,6.34,2843,15409.06,5.42,1191,8491.83,7.13,11265,54586.49,Q3,Tuesday,4.845671549,Product2,Medium,Growth Year
820,2012-08-22,2012,Aug,8,5941,18832.97,3.17,1467,9300.78,6.34,4352,23587.84,5.42,425,3030.25,7.13,12185,54751.84,Q3,Wednesday,4.493380386,Product3,Medium,Growth Year
821,2012-08-23,2012,Aug,8,7090,22475.3,3.17,1316,8343.44,6.34,5264,28530.88,5.42,568,4049.84,7.13,14238,63399.46,Q3,Thursday,4.452834668,Product3,Medium,Growth Year
822,2012-08-24,2012,Aug,8,7595,24076.15,3.17,1454,9218.36,6.34,2315,12547.3,5.42,1129,8049.77,7.13,12493,53891.58,Q3,Friday,4.313742096,Product1,Medium,Growth Year
823,2012-08-25,2012,Aug,8,3407,10800.19,3.17,1664,10549.76,6.34,5099,27636.58,5.42,478,3408.14,7.13,10648,52394.67,Q3,Saturday,4.920611382,Product3,Medium,Growth Year
824,2012-08-26,2012,Aug,8,3361,10654.37,3.17,1978,12540.52,6.34,2164,11728.88,5.42,729,5197.77,7.13,8232,40121.54,Q3,Sunday,4.873850826,Product2,Medium,Growth Year
825,2012-08-27,2012,Aug,8,5409,17146.53,3.17,3603,22843.02,6.34,3907,21175.94,5.42,1385,9875.05,7.13,14304,71040.54,Q3,Monday,4.966480705,Product2,High,Growth Year
826,2012-08-28,2012,Aug,8,5497,17425.49,3.17,2901,18392.34,6.34,4721,25587.82,5.42,1709,12185.17,7.13,14828,73590.82,Q3,Tuesday,4.962963313,Product3,High,Growth Year
827,2012-08-29,2012,Aug,8,5019,15910.23,3.17,2843,18024.62,6.34,4419,23950.98,5.42,587,4185.31,7.13,12868,62071.14,Q3,Wednesday,4.823682002,Product3,Medium,Growth Year
828,2012-08-31,2012,Aug,8,1249,3959.33,3.17,2313,14664.42,6.34,5939,32189.38,5.42,704,5019.52,7.13,10205,55832.65,Q3,Friday,5.4711073,Product3,Medium,Growth Year
829,2012-09-01,2012,Sep,9,1721,5455.57,3.17,3957,25087.38,6.34,5744,31132.48,5.42,1432,10210.16,7.13,12854,71885.59,Q3,Saturday,5.592468492,Product3,High,Growth Year
830,2012-09-02,2012,Sep,9,5682,18011.94,3.17,1033,6549.22,6.34,4525,24525.5,5.42,397,2830.61,7.13,11637,51917.27,Q3,Sunday,4.461396408,Product3,Medium,Growth Year
831,2012-09-03,2012,Sep,9,268,849.56,3.17,324,2054.16,6.34,1406,7620.52,5.42,1088,7757.44,7.13,3086,18281.68,Q3,Monday,5.924069994,Product4,Low,Growth Year
832,2012-09-04,2012,Sep,9,1644,5211.48,3.17,1391,8818.94,6.34,3463,18769.46,5.42,1071,7636.23,7.13,7569,40436.11,Q3,Tuesday,5.34233188,Product3,Medium,Growth Year
833,2012-09-05,2012,Sep,9,5673,17983.41,3.17,3350,21239,6.34,2901,15723.42,5.42,980,6987.4,7.13,12904,61933.23,Q3,Wednesday,4.799537353,Product2,Medium,Growth Year
834,2012-09-06,2012,Sep,9,5139,16290.63,3.17,1750,11095,6.34,5480,29701.6,5.42,1558,11108.54,7.13,13927,68195.77,Q3,Thursday,4.896659008,Product3,Medium,Growth Year
835,2012-09-07,2012,Sep,9,6681,21178.77,3.17,2604,16509.36,6.34,2537,13750.54,5.42,319,2274.47,7.13,12141,53713.14,Q3,Friday,4.424111688,Product1,Medium,Growth Year
836,2012-09-08,2012,Sep,9,1069,3388.73,3.17,3947,25023.98,6.34,5851,31712.42,5.42,1474,10509.62,7.13,12341,70634.75,Q3,Saturday,5.723583988,Product3,High,Growth Year
837,2012-09-09,2012,Sep,9,296,938.32,3.17,1154,7316.36,6.34,4546,24639.32,5.42,255,1818.15,7.13,6251,34712.15,Q3,Sunday,5.553055511,Product3,Low,Growth Year
838,2012-09-10,2012,Sep,9,3688,11690.96,3.17,2183,13840.22,6.34,2082,11284.44,5.42,778,5547.14,7.13,8731,42362.76,Q3,Monday,4.851994044,Product2,Medium,Growth Year
839,2012-09-11,2012,Sep,9,3538,11215.46,3.17,1861,11798.74,6.34,5755,31192.1,5.42,1253,8933.89,7.13,12407,63140.19,Q3,Tuesday,5.08907794,Product3,Medium,Growth Year
840,2012-09-12,2012,Sep,9,6341,20100.97,3.17,409,2593.06,6.34,4484,24303.28,5.42,1661,11842.93,7.13,12895,58840.24,Q3,Wednesday,4.56302753,Product3,Medium,Growth Year
841,2012-09-13,2012,Sep,9,6455,20462.35,3.17,2901,18392.34,6.34,1136,6157.12,5.42,1640,11693.2,7.13,12132,56705.01,Q3,Thursday,4.674003462,Product1,Medium,Growth Year
842,2012-09-14,2012,Sep,9,6584,20871.28,3.17,1109,7031.06,6.34,1795,9728.9,5.42,1275,9090.75,7.13,10763,46721.99,Q3,Friday,4.340982068,Product1,Medium,Growth Year
843,2012-09-15,2012,Sep,9,1114,3531.38,3.17,2116,13415.44,6.34,4191,22715.22,5.42,1751,12484.63,7.13,9172,52146.67,Q3,Saturday,5.685419756,Product3,Medium,Growth Year
